appareil,station,latitude,longitude,latitude_amont,longitude_amont,latitude_aval,longitude_aval,url_article,altitude_moyenne,ratio_jours_faible_neige,jours_neige_faible,jours_neige_critique,jours_total,neige_moyenne_cm,neige_min_cm,neige_max_cm,nb_jours_mesure,nombre_periodes_secheresse,duree_max_secheresse,duree_moyenne_secheresse
TKD de l'Oasis,Les Carroz d'Arâches (Le Grand Massif),46.02994002496321,6.675760746002198,46.02994002496321,6.675760746002198,46.02994002496321,6.675760746002198,https://www.remontees-mecaniques.net/bdd/reportage-tkd-de-l-oasis-montaz-mautino-6693.html,1705.0,0.09944751381215469,18,18,181,1898.033701657459,0.0,3460.200000000002,181,1,18,18.0
TKD du Vieux Manoir,Les Houches (Les Houches - Saint-Gervais),45.88584477225308,6.779851913452148,45.88584477225308,6.779851913452148,45.88584477225308,6.779851913452148,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-vieux-manoir-montaz-mautino-5723.html,1259.5,0.09944751381215469,18,18,181,1345.7817679558011,0.0,2398.0,181,1,18,18.0
TKD Baby,Manigod (La Clusaz-Manigod - Les Aravis),45.8782621266322,6.40535920858383,45.8782621266322,6.40535920858383,45.8782621266322,6.40535920858383,https://www.remontees-mecaniques.net/bdd/reportage-tkd-baby-montagner-2715.html,,0.09944751381215469,18,18,181,3031.833701657457,0.0,5380.799999999999,181,1,18,18.0
TSD6 du Christomet,Megève - Le Jaillet (Portes du Mont Blanc - Évasion Mont Blanc),45.8684186416178,6.5867006778717,45.8684186416178,6.5867006778717,45.8684186416178,6.5867006778717,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-du-christomet-poma-446.html,1631.5,0.09944751381215469,18,18,181,935.2580110497238,0.0,1678.0,181,1,18,18.0
TCD10 du Mont d'Arbois,Megève - Rochebrune-Mont d'Arbois (Arbois-Rochebrune - Évasion Mont Blanc),45.853486,6.632254,45.853486,6.632254,45.853486,6.632254,https://www.remontees-mecaniques.net/bdd/reportage-tcd10-du-mont-d-arbois-poma-164.html,1557.5,0.06077348066298342,11,11,181,5467.188397790057,0.0,9776.099999999997,181,1,11,11.0
TKD des Étudiants,Megève - Rochebrune-Mont d'Arbois (Arbois-Rochebrune - Évasion Mont Blanc),45.8465460846423,6.6528707742691,45.8465460846423,6.6528707742691,45.8465460846423,6.6528707742691,https://www.remontees-mecaniques.net/bdd/reportage-tkd-des-etudiants-poma-3306.html,1488.0,0.06077348066298342,11,11,181,5467.188397790057,0.0,9776.099999999997,181,1,11,11.0
TCD10 du Pléney,Morzine - Le Pléney (Morzine-Les Gets - Les Portes du Soleil),46.16972098896617,6.69261708855629,46.16972098896617,6.69261708855629,46.16972098896617,6.69261708855629,https://www.remontees-mecaniques.net/bdd/reportage-tcd10-du-pleney-poma-5429.html,1245.0,0.09944751381215469,18,18,181,2190.2314917127087,0.0,3893.8999999999996,181,1,18,18.0
TSD6 de la Charniaz,Morzine - Le Pléney (Morzine-Les Gets - Les Portes du Soleil),46.152053,6.703651,46.152053,6.703651,46.152053,6.703651,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-de-la-charniaz-leitner-76.html,,0.09944751381215469,18,18,181,2190.2314917127087,0.0,3893.8999999999996,181,1,18,18.0
TSF4 des Esserts,Morillon (Le Grand Massif),46.06548,6.670542,46.06548,6.670542,46.06548,6.670542,https://www.remontees-mecaniques.net/bdd/reportage-tsf4-des-esserts-poma-119.html,1354.5,0.10497237569060773,19,18,181,1326.6381215469628,0.0,2416.7,181,1,19,19.0
TKD de l'Arc-en-Ciel,Passy Plaine-Joux,45.95614915965904,6.758238673210144,45.95614915965904,6.758238673210144,45.95614915965904,6.758238673210144,https://www.remontees-mecaniques.net/bdd/reportage-tkd-de-l-arc-en-ciel-poma-5867.html,1620.5,0.10497237569060773,19,19,181,777.7397790055252,0.0,1395.1999999999994,181,1,19,19.0
TKD du Betex,Praz-de-Lys (Praz-de-Lys - Sommand),46.14562213816675,6.581730544567108,46.14562213816675,6.581730544567108,46.14562213816675,6.581730544567108,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-betex-poma-5222.html,1532.5,0.09944751381215469,18,18,181,1543.8430939226537,0.0,2747.4,181,1,18,18.0
TSD6 des Chattrix,Saint-Nicolas-de-Véroce (Arbois-Rochebrune - Évasion Mont Blanc),45.86261965367729,6.715994155065896,45.86261965367729,6.715994155065896,45.86261965367729,6.715994155065896,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-des-chattrix-poma-7099.html,1195.0,0.09944751381215469,18,18,181,2162.8872928176793,0.0,3836.399999999999,181,1,18,18.0
TKD de Crintat,Sommand (Praz-de-Lys - Sommand),46.16178519591371,6.556662619113922,46.16178519591371,6.556662619113922,46.16178519591371,6.556662619113922,https://www.remontees-mecaniques.net/bdd/reportage-tkd-de-crintat-montagner-5237.html,1488.5,0.09944751381215469,18,18,181,1735.853038674035,0.0,3081.4000000000005,181,1,18,18.0
TKD du Loup,Albiez,45.2187474803816,6.34395003318787,45.2187474803816,6.34395003318787,45.2187474803816,6.34395003318787,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-loup-montaz-mautino-403.html,1630.5,0.09944751381215469,18,18,181,1841.8469613259665,0.0,3268.9999999999995,181,1,18,18.0
TSD4 Piapolay,Arêches-Beaufort,45.6714657986513,6.54132038354874,45.6714657986513,6.54132038354874,45.6714657986513,6.54132038354874,https://www.remontees-mecaniques.net/bdd/reportage-tsd4-piapolay-poma-2473.html,1540.0,0.09944751381215469,18,11,181,3226.280662983425,0.0,5930.900000000002,181,1,18,18.0
TKD de l'Eterlou,Champagny-en-Vanoise (Paradiski),45.472673856930975,6.701123714447022,45.472673856930975,6.701123714447022,45.472673856930975,6.701123714447022,https://www.remontees-mecaniques.net/bdd/reportage-tkd-de-l-eterlou-montagner-8619.html,,0.09944751381215469,18,11,181,1622.0563535911592,0.0,2900.300000000001,181,1,18,18.0
TKD du Sire,La Féclaz (Savoie Grand Revard),45.631243036882566,5.969254821538925,45.631243036882566,5.969254821538925,45.631243036882566,5.969254821538925,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-sire-transcable-6540.html,1402.5,0.19889502762430938,36,20,181,473.65966850828704,0.0,934.4,181,1,36,36.0
TKD du Torraz,La Giettaz (Portes du Mont Blanc - Évasion Mont Blanc),45.8667620158235,6.52656018733978,45.8667620158235,6.52656018733978,45.8667620158235,6.52656018733978,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-torraz-poma-2114.html,1766.0,0.09944751381215469,18,18,181,1431.367955801105,0.0,2579.0000000000014,181,1,18,18.0
TSF4 de la Tête du Torraz,La Giettaz (Portes du Mont Blanc - Évasion Mont Blanc),45.87229200236766,6.528528928756714,45.87229200236766,6.528528928756714,45.87229200236766,6.528528928756714,https://www.remontees-mecaniques.net/bdd/reportage-tsf4-de-la-tete-du-torraz-altim-5407.html,1679.5,0.09944751381215469,18,18,181,1431.367955801105,0.0,2579.0000000000014,181,1,18,18.0
TKE de Bonjournal,La Giettaz (Portes du Mont Blanc - Évasion Mont Blanc),45.8643974565063,6.56236231327057,45.8643974565063,6.56236231327057,45.8643974565063,6.56236231327057,https://www.remontees-mecaniques.net/bdd/reportage-tke-de-bonjournal-poma-1629.html,1774.5,0.09944751381215469,18,18,181,1431.367955801105,0.0,2579.0000000000014,181,1,18,18.0
TKE des Avenières,La Norma (Haute Maurienne Vanoise),45.199939636568914,6.694745421409607,45.199939636568914,6.694745421409607,45.199939636568914,6.694745421409607,https://www.remontees-mecaniques.net/bdd/reportage-tke-des-avenieres-poma-5485.html,1365.5,0.06077348066298342,11,11,181,2079.036464088396,0.0,4343.199999999998,181,1,11,11.0
TSD6 de la Bergerie,La Plagne (Paradiski),45.5091401747746,6.6818305850029,45.5091401747746,6.6818305850029,45.5091401747746,6.6818305850029,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-de-la-bergerie-poma-3632.html,2066.5,0.06077348066298342,11,11,181,9235.23038674033,0.0,16571.700000000004,181,1,11,11.0
TSF3 Petit Bois,La Rosière (Espace San Bernardo),45.6197650773059,6.8725249171257,45.6197650773059,6.8725249171257,45.6197650773059,6.8725249171257,https://www.remontees-mecaniques.net/bdd/reportage-tsf3-petit-bois-montaz-mautino-4156.html,,0.06077348066298342,11,11,181,4957.753038674036,0.0,9088.399999999996,181,1,11,11.0
TSF4 du Chaput,La Toussuire (Les Sybelles),45.26622126613266,6.24360054731369,45.26622126613266,6.24360054731369,45.26622126613266,6.24360054731369,https://www.remontees-mecaniques.net/bdd/reportage-tsf4-du-chaput-gmm-6864.html,1904.5,0.09944751381215469,18,11,181,4309.754696132599,0.0,7880.800000000002,181,1,18,18.0
TKE du Tesson,Le Revard (Savoie Grand Revard),45.6832217437357,5.9880530834198,45.6832217437357,5.9880530834198,45.6832217437357,5.9880530834198,https://www.remontees-mecaniques.net/bdd/reportage-tke-du-tesson-poma-5119.html,1424.5,0.19889502762430938,36,20,181,473.65966850828704,0.0,934.4,181,1,36,36.0
TSF4 des Arpons,Les Karellis,45.2009337564358,6.40401542186737,45.2009337564358,6.40401542186737,45.2009337564358,6.40401542186737,https://www.remontees-mecaniques.net/bdd/reportage-tsf4-des-arpons-gmm-2821.html,2200.5,0.09944751381215469,18,11,181,2675.2359116022108,0.0,4993.400000000002,181,1,18,18.0
TKE du Stade,Les Menuires (Les 3 Vallées),45.3234344707736,6.54174417257309,45.3234344707736,6.54174417257309,45.3234344707736,6.54174417257309,https://www.remontees-mecaniques.net/bdd/reportage-tke-du-stade-leitner-2893.html,,0.06077348066298342,11,11,181,4390.169060773477,0.0,8086.700000000001,181,1,11,11.0
TKD des  Coqs,Les Saisies (Espace Diamant),45.75699021219896,6.557549889179882,45.75699021219896,6.557549889179882,45.75699021219896,6.557549889179882,https://www.remontees-mecaniques.net/bdd/reportage-tkd-des-coqs-montagner-6813.html,1858.0,0.06077348066298342,11,11,181,6514.234806629835,0.0,11865.099999999993,181,1,11,11.0
TSD6B Tougnète 2,Méribel (Les 3 Vallées),45.3767945731258,6.56319379806519,45.3767945731258,6.56319379806519,45.3767945731258,6.56319379806519,https://www.remontees-mecaniques.net/bdd/reportage-tsd6b-tougnete-2-poma-2150.html,2150.0,0.06077348066298342,11,11,181,3550.4657458563534,0.0,6328.499999999997,181,1,11,11.0
TCD10 des Plattières,Méribel-Mottaret (Les 3 Vallées),45.37118722964835,6.580681800842286,45.37118722964835,6.580681800842286,45.37118722964835,6.580681800842286,https://www.remontees-mecaniques.net/bdd/reportage-tcd10-des-plattieres-poma-8832.html,2060.5,0.06077348066298342,11,11,181,2541.2580110497215,0.0,4652.299999999999,181,1,11,11.0
TSD6 Chatelet,Méribel-Mottaret (Les 3 Vallées),45.3573077944816,6.57988518476486,45.3573077944816,6.57988518476486,45.3573077944816,6.57988518476486,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-chatelet-poma-786.html,2109.0,0.06077348066298342,11,11,181,2541.2580110497215,0.0,4652.299999999999,181,1,11,11.0
TKD du Plan Dessert 1,Notre-Dame-de-Bellecombe (Espace Diamant),45.7914221474249,6.57827854156494,45.7914221474249,6.57827854156494,45.7914221474249,6.57827854156494,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-plan-dessert-1-montaz-mautino-2753.html,,0.09944751381215469,18,18,181,2937.2419889502758,0.0,5266.0,181,1,18,18.0
TKE du Banc,Saint-Sorlin-d'Arves (Les Sybelles),45.2160588669505,6.20414793491364,45.2160588669505,6.20414793491364,45.2160588669505,6.20414793491364,https://www.remontees-mecaniques.net/bdd/reportage-tke-du-banc-leitner-2085.html,2136.0,0.09944751381215469,18,18,181,3232.9226519337017,0.0,6152.399999999999,181,1,18,18.0
TSD6 du Rouet,Saint-Sorlin-d'Arves (Les Sybelles),45.2146890044776,6.20464146137238,45.2146890044776,6.20464146137238,45.2146890044776,6.20464146137238,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-du-rouet-leitner-60.html,,0.09944751381215469,18,18,181,3232.9226519337017,0.0,6152.399999999999,181,1,18,18.0
TSD6 Plan du Moulin Express,Saint-Sorlin-d'Arves (Les Sybelles),45.2175855161766,6.22946530580521,45.2175855161766,6.22946530580521,45.2175855161766,6.22946530580521,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-plan-du-moulin-express-leitner-4013.html,1841.5,0.09944751381215469,18,18,181,3232.9226519337017,0.0,6152.399999999999,181,1,18,18.0
TSD6 du Tichot,Tignes (Espace Tignes-Val d'Isère),45.4540480154986,6.89691156148911,45.4540480154986,6.89691156148911,45.4540480154986,6.89691156148911,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-du-tichot-doppelmayr-322.html,2291.5,0.06077348066298342,11,11,181,7473.4497237569085,0.0,14787.700000000006,181,1,11,11.0
TSD8 des Tommeuses,Tignes (Espace Tignes-Val d'Isère),45.4591824467263,6.94091320037842,45.4591824467263,6.94091320037842,45.4591824467263,6.94091320037842,https://www.remontees-mecaniques.net/bdd/reportage-tsd8-des-tommeuses-doppelmayr-17.html,2237.0,0.06077348066298342,11,11,181,7473.4497237569085,0.0,14787.700000000006,181,1,11,11.0
TKD des Essarts,Val Cenis (Haute Maurienne Vanoise),45.2851949550474,6.90823316574097,45.2851949550474,6.90823316574097,45.2851949550474,6.90823316574097,https://www.remontees-mecaniques.net/bdd/reportage-tkd-des-essarts-montaz-mautino-698.html,,0.06077348066298342,11,11,181,6264.916022099444,0.0,12745.899999999996,181,1,11,11.0
TKD du Mont-Cenis,Val Cenis (Haute Maurienne Vanoise),45.2689745195913,6.89961791038513,45.2689745195913,6.89961791038513,45.2689745195913,6.89961791038513,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-mont-cenis-poma-673.html,,0.06077348066298342,11,11,181,6264.916022099444,0.0,12745.899999999996,181,1,11,11.0
TSD4 Borsat Express,Val d'Isère (Espace Tignes-Val d'Isère),45.4492330031895,6.9381183385849,45.4492330031895,6.9381183385849,45.4492330031895,6.9381183385849,https://www.remontees-mecaniques.net/bdd/reportage-tsd4-borsat-express-doppelmayr-31.html,2395.0,0.06077348066298342,11,11,181,8097.030386740336,0.0,16810.9,181,1,11,11.0
TSD6 de la Fontaine Froide,Val d'Isère (Espace Tignes-Val d'Isère),45.432735788807,6.95280075073242,45.432735788807,6.95280075073242,45.432735788807,6.95280075073242,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-de-la-fontaine-froide-bartholet-ingelo-4903.html,2537.0,0.06077348066298342,11,11,181,8097.030386740336,0.0,16810.9,181,1,11,11.0
FUN D du Grand Fond,Val Thorens (Les 3 Vallées),45.2808354844799,6.56826317310333,45.2808354844799,6.56826317310333,45.2808354844799,6.56826317310333,https://www.remontees-mecaniques.net/bdd/reportage-fun-d-du-grand-fond-poma-33.html,,0.06077348066298342,11,11,181,4467.408839779006,0.0,8440.499999999998,181,1,11,11.0
TSD6 de la Portette,Val Thorens (Les 3 Vallées),45.28664048907657,6.583428382873535,45.28664048907657,6.583428382873535,45.28664048907657,6.583428382873535,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-de-la-portette-doppelmayr-5494.html,2580.0,0.06077348066298342,11,11,181,4467.408839779006,0.0,8440.499999999998,181,1,11,11.0
TKE du Cheval Blanc,Valmorel (Le Grand Domaine),45.4584110889528,6.44534289836884,45.4584110889528,6.44534289836884,45.4584110889528,6.44534289836884,https://www.remontees-mecaniques.net/bdd/reportage-tke-du-cheval-blanc-doppelmayr-4972.html,1409.0,0.06077348066298342,11,11,181,7019.244198895025,0.0,12780.499999999996,181,1,11,11.0
TKD de la Croisette,Chamrousse,45.112474247650766,5.87892472743988,45.112474247650766,5.87892472743988,45.112474247650766,5.87892472743988,https://www.remontees-mecaniques.net/bdd/reportage-tkd-de-la-croisette-montaz-mautino-5946.html,1763.0,0.09944751381215469,18,18,181,2890.91491712707,0.0,5750.699999999999,181,1,18,18.0
TKE du Village,Corrençon-en-Vercors (Espace Villard-Corrençon),45.02764807237005,5.5253827571868905,45.02764807237005,5.5253827571868905,45.02764807237005,5.5253827571868905,https://www.remontees-mecaniques.net/bdd/reportage-tke-du-village-poma-6741.html,1177.5,0.11602209944751381,21,19,181,536.8850828729285,0.0,982.7999999999998,181,1,21,21.0
TPH du Mont Jalla,Grenoble,45.2006219146211,5.72115182876587,45.2006219146211,5.72115182876587,45.2006219146211,5.72115182876587,https://www.remontees-mecaniques.net/bdd/reportage-tph-du-mont-jalla-neyret-beylier-neyrpic-4824.html,,0.5524861878453039,100,52,181,43.51878453038666,0.0,79.4,181,1,100,100.0
TSF4 des Tufs,Le Collet d'Allevard,45.39357371344025,6.108382344245911,45.39357371344025,6.108382344245911,45.39357371344025,6.108382344245911,https://www.remontees-mecaniques.net/bdd/reportage-tsf4-des-tufs-skirail-6325.html,1450.0,0.10497237569060773,19,19,181,1341.3447513812162,0.0,2554.6999999999994,181,1,19,19.0
TKE2 de la Lauze,Les Deux Alpes,45.0001235818601,6.2283656001091,45.0001235818601,6.2283656001091,45.0001235818601,6.2283656001091,https://www.remontees-mecaniques.net/bdd/reportage-tke2-de-la-lauze-doppelmayr-4411.html,3452.0,0.06077348066298342,11,11,181,6892.693922651938,0.0,13556.1,181,1,11,11.0
TSF4 de l'Oursière,Les Sept Laux,45.2616573859682,6.04817748069763,45.2616573859682,6.04817748069763,45.2616573859682,6.04817748069763,https://www.remontees-mecaniques.net/bdd/reportage-tsf4-de-l-oursiere-montaz-mautino-1718.html,1958.5,0.09944751381215469,18,11,181,4259.870165745856,0.0,8228.0,181,1,18,18.0
TKD du Clos du Pré,Oz-en-Oisans (Alpe d'Huez Grand Domaine Ski),45.1290705108776,6.06926769018173,45.1290705108776,6.06926769018173,45.1290705108776,6.06926769018173,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-clos-du-pre-poma-3918.html,1394.0,0.10497237569060773,19,18,181,1249.7337016574586,0.0,2268.6999999999994,181,1,19,19.0
TKD du Lamat,Oz-en-Oisans (Alpe d'Huez Grand Domaine Ski),45.1401452481251,6.09495520591736,45.1401452481251,6.09495520591736,45.1401452481251,6.09495520591736,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-lamat-poma-3919.html,2055.0,0.10497237569060773,19,18,181,1249.7337016574586,0.0,2268.6999999999994,181,1,19,19.0
TKD de l'Ourson,Villard-de-Lans (Espace Villard-Corrençon),45.0137301002026,5.55676460266113,45.0137301002026,5.55676460266113,45.0137301002026,5.55676460266113,https://www.remontees-mecaniques.net/bdd/reportage-tkd-de-l-ourson-poma-2106.html,1737.0,0.10497237569060773,19,11,181,865.0441988950276,0.0,1604.0,181,1,19,19.0
TKE de Pré Joubert,Ancelle,44.61744703512501,6.20031237602234,44.61744703512501,6.20031237602234,44.61744703512501,6.20031237602234,https://www.remontees-mecaniques.net/bdd/reportage-tke-de-pre-joubert-poma-9225.html,,0.10497237569060773,19,11,181,651.3513812154695,0.0,1296.4000000000005,181,1,19,19.0
TCD12 du Prorel,Briançon (Serre Chevalier Vallée),44.896772,6.630019,44.896772,6.630019,44.896772,6.630019,https://www.remontees-mecaniques.net/bdd/reportage-tcd12-du-prorel-poma-70.html,1783.5,0.09944751381215469,18,11,181,1311.9856353591163,0.0,2586.299999999999,181,1,18,18.0
TKD de Sainte-Anne,Ceillac (Le Cristillan - Queyras),44.63597887308699,6.796985864639282,44.63597887308699,6.796985864639282,44.63597887308699,6.796985864639282,https://www.remontees-mecaniques.net/bdd/reportage-tkd-de-sainte-anne-montaz-mautino-1040.html,,0.09944751381215469,18,11,181,714.6392265193368,0.0,1448.0,181,1,18,18.0
TSD4 du Jas,Le Dévoluy,44.6760822825957,5.92617183923721,44.6760822825957,5.92617183923721,44.6760822825957,5.92617183923721,https://www.remontees-mecaniques.net/bdd/reportage-tsd4-du-jas-poma-2888.html,1733.5,0.06077348066298342,11,11,181,2744.439779005526,0.0,5644.000000000001,181,1,11,11.0
TSD6 de l'Eychauda,Le Monêtier-les-Bains (Serre Chevalier Vallée),44.94823939755706,6.49991004407227,44.94823939755706,6.49991004407227,44.94823939755706,6.49991004407227,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-de-l-eychauda-poma-7466.html,2284.0,0.06077348066298342,11,11,181,1997.7591160220986,0.0,3990.999999999999,181,1,11,11.0
TSF4 de la Cucumelle,Le Monêtier-les-Bains (Serre Chevalier Vallée),44.93081773417584,6.506253182888031,44.93081773417584,6.506253182888031,44.93081773417584,6.506253182888031,https://www.remontees-mecaniques.net/bdd/reportage-tsf4-de-la-cucumelle-skirail-5337.html,2436.5,0.06077348066298342,11,11,181,1997.7591160220986,0.0,3990.999999999999,181,1,11,11.0
TSD6 du Prélongis,Les Orres,44.4920225278033,6.55756920576096,44.4920225278033,6.55756920576096,44.4920225278033,6.55756920576096,https://www.remontees-mecaniques.net/bdd/reportage-tsd6-du-prelongis-poma-3287.html,,0.06077348066298342,11,11,181,2027.2464088397799,0.0,4301.200000000001,181,1,11,11.0
TKD du Château d'Eau,Pelvoux-Vallouise,44.8631220893131,6.48745626211166,44.8631220893131,6.48745626211166,44.8631220893131,6.48745626211166,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-chateau-d-eau-montaz-mautino-3788.html,1267.5,0.09944751381215469,18,11,181,1040.562430939226,0.0,2071.2,181,1,18,18.0
TKD du Grand Serre,Saint-Véran (Beauregard - Queyras),44.7041852544056,6.899242401123047,44.7041852544056,6.899242401123047,44.7041852544056,6.899242401123047,https://www.remontees-mecaniques.net/bdd/reportage-tkd-du-grand-serre-poma-7741.html,,0.06077348066298342,11,11,181,686.0745856353593,0.0,1753.099999999999,181,1,11,11.0
TSF4 des Cassettes,Saint-Véran (Beauregard - Queyras),44.70505264850418,6.8671417236328125,44.70505264850418,6.8671417236328125,44.70505264850418,6.8671417236328125,https://www.remontees-mecaniques.net/bdd/reportage-tsf4-des-cassettes-gmm-202.html,,0.06077348066298342,11,11,181,686.0745856353593,0.0,1753.099999999999,181,1,11,11.0
TSF2 des Prés,Auron,44.21264293662683,6.90777450799942,44.21264293662683,6.90777450799942,44.21264293662683,6.90777450799942,https://www.remontees-mecaniques.net/bdd/reportage-tsf2-des-pres-montaz-mautino-6398.html,1849.0,0.06077348066298342,11,11,181,1322.8812154696138,0.0,3207.099999999999,181,1,11,11.0
